127.0.0.1 - - [30/Mar/2015:02:23:42 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:23:42 +0530] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:23:56 +0530] "POST /e-canvass/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:23:56 +0530] "GET /e-canvass/jsp/student.jsp HTTP/1.1" 200 2129
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:01 +0530] "GET /e-canvass/jsp/join.jsp?student HTTP/1.1" 200 2603
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:07 +0530] "GET /e-canvass/LogOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:09 +0530] "GET /e-canvass/jsp/registration.jsp HTTP/1.1" 200 2810
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:14 +0530] "GET /e-canvass/register?us= HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:29 +0530] "GET /e-canvass/register?us=217893 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:31 +0530] "GET /e-canvass/register?us=1902 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:39 +0530] "POST /e-canvass/registration HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:39 +0530] "GET /e-canvass/html/temp.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:43 +0530] "POST /e-canvass/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:43 +0530] "GET /e-canvass/jsp/admin.jsp HTTP/1.1" 200 3459
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:50 +0530] "POST /e-canvass/admin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:50 +0530] "GET /e-canvass/jsp/admin.jsp HTTP/1.1" 200 3507
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:24:52 +0530] "GET /e-canvass/LogOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:25:39 +0530] "POST /e-canvass/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:25:41 +0530] "GET /e-canvass/jsp/Teacher.jsp HTTP/1.1" 200 2795
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:25:50 +0530] "GET /e-canvass/jsp/availableteacher.jsp?Teacher HTTP/1.1" 200 2311
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:25:52 +0530] "GET /e-canvass/jsp/composeMail.jsp?217 HTTP/1.1" 200 1098
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:25:59 +0530] "GET /e-canvass/jsp/Teacher.jsp HTTP/1.1" 200 2795
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:26:04 +0530] "GET /e-canvass/LogOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:26:16 +0530] "POST /e-canvass/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Mar/2015:02:26:16 +0530] "GET /e-canvass/jsp/student.jsp HTTP/1.1" 200 2129
